,deadline,destination,end_time,net_reward,parameters,penalty,start,success
279,30,"(4, 4)",7,20.0,"(1.0, 0.5, 0.3)",0.0,"(1, 1)",True
280,25,"(6, 5)",16,17.5,"(1.0, 0.5, 0.3)",-10.5,"(2, 4)",True
281,30,"(5, 5)",23,19.0,"(1.0, 0.5, 0.3)",-1.0,"(3, 1)",True
282,20,"(1, 1)",0,18.5,"(1.0, 0.5, 0.3)",-1.5,"(1, 5)",False
283,20,"(7, 6)",5,16.5,"(1.0, 0.5, 0.3)",-1.5,"(4, 5)",True
284,35,"(8, 6)",21,29.0,"(1.0, 0.5, 0.3)",-1.0,"(5, 2)",True
285,40,"(7, 1)",35,23.0,"(1.0, 0.5, 0.3)",-5.0,"(4, 6)",True
286,35,"(8, 2)",20,14.5,"(1.0, 0.5, 0.3)",-1.0,"(3, 4)",True
287,25,"(5, 1)",10,25.5,"(1.0, 0.5, 0.3)",-4.5,"(3, 4)",True
288,25,"(4, 5)",0,18.5,"(1.0, 0.5, 0.3)",-3.5,"(1, 3)",False
289,30,"(4, 1)",17,21.0,"(1.0, 0.5, 0.3)",-5.0,"(1, 4)",True
290,20,"(5, 2)",5,24.5,"(1.0, 0.5, 0.3)",-3.5,"(3, 4)",True
291,30,"(4, 1)",5,21.5,"(1.0, 0.5, 0.3)",-2.5,"(2, 5)",True
292,25,"(8, 5)",5,27.5,"(1.0, 0.5, 0.3)",-8.5,"(4, 4)",True
293,25,"(5, 4)",5,21.5,"(1.0, 0.5, 0.3)",-4.5,"(8, 2)",True
294,35,"(2, 2)",23,18.0,"(1.0, 0.5, 0.3)",-6.0,"(5, 6)",True
295,25,"(3, 4)",10,28.5,"(1.0, 0.5, 0.3)",-1.5,"(7, 3)",True
296,20,"(5, 4)",12,15.0,"(1.0, 0.5, 0.3)",-5.0,"(2, 3)",True
297,20,"(3, 1)",11,22.0,"(1.0, 0.5, 0.3)",0.0,"(6, 2)",True
298,50,"(1, 4)",32,22.0,"(1.0, 0.5, 0.3)",0.0,"(8, 1)",True
299,25,"(1, 2)",17,30.0,"(1.0, 0.5, 0.3)",-4.0,"(2, 6)",True
300,20,"(1, 6)",0,0.0,"(1.0, 0.5, 0.4)",0.0,"(2, 3)",False
301,20,"(6, 4)",0,-5.5,"(1.0, 0.5, 0.4)",-9.5,"(5, 1)",False
302,35,"(3, 6)",0,8.0,"(1.0, 0.5, 0.4)",-4.0,"(8, 4)",False
303,20,"(5, 6)",5,19.5,"(1.0, 0.5, 0.4)",-10.5,"(6, 3)",True
304,35,"(3, 6)",20,18.0,"(1.0, 0.5, 0.4)",-4.0,"(7, 3)",True
305,40,"(1, 1)",30,23.0,"(1.0, 0.5, 0.4)",-5.0,"(8, 2)",True
306,20,"(3, 6)",0,25.0,"(1.0, 0.5, 0.4)",-1.0,"(7, 6)",False
307,20,"(6, 5)",13,4.5,"(1.0, 0.5, 0.4)",-3.5,"(6, 1)",True
308,45,"(1, 4)",15,16.0,"(1.0, 0.5, 0.4)",-2.0,"(8, 6)",True
309,20,"(7, 1)",15,28.5,"(1.0, 0.5, 0.4)",-9.5,"(4, 2)",True
310,40,"(2, 1)",4,17.0,"(1.0, 0.5, 0.4)",-0.5,"(6, 5)",True
311,40,"(1, 3)",31,23.5,"(1.0, 0.5, 0.4)",-12.5,"(7, 5)",True
312,20,"(6, 2)",17,16.0,"(1.0, 0.5, 0.4)",-2.0,"(3, 3)",True
313,20,"(5, 1)",15,18.0,"(1.0, 0.5, 0.4)",0.0,"(1, 1)",True
314,25,"(3, 1)",17,19.5,"(1.0, 0.5, 0.4)",0.0,"(7, 2)",True
315,45,"(5, 1)",39,14.5,"(1.0, 0.5, 0.4)",-3.5,"(1, 6)",True
316,20,"(6, 3)",0,15.5,"(1.0, 0.5, 0.4)",-2.5,"(3, 4)",True
317,40,"(4, 2)",24,27.0,"(1.0, 0.5, 0.4)",-3.0,"(8, 6)",True
318,20,"(5, 2)",4,32.0,"(1.0, 0.5, 0.4)",-2.0,"(8, 1)",True
319,20,"(7, 4)",5,25.5,"(1.0, 0.5, 0.4)",-2.5,"(4, 5)",True
320,40,"(1, 1)",19,19.0,"(1.0, 0.5, 0.4)",-3.0,"(5, 5)",True
321,20,"(2, 3)",16,33.0,"(1.0, 0.5, 0.4)",-5.0,"(5, 4)",True
322,30,"(8, 1)",0,17.0,"(1.0, 0.5, 0.4)",-1.0,"(6, 5)",False
323,30,"(6, 2)",25,2.0,"(1.0, 0.5, 0.4)",-12.0,"(1, 1)",True
324,25,"(1, 3)",16,19.5,"(1.0, 0.5, 0.4)",-0.5,"(5, 2)",True
325,20,"(1, 6)",16,14.5,"(1.0, 0.5, 0.4)",-3.5,"(3, 4)",True
326,45,"(6, 6)",24,17.0,"(1.0, 0.5, 0.4)",-1.0,"(1, 2)",True
327,25,"(1, 3)",19,28.0,"(1.0, 0.5, 0.4)",-4.0,"(3, 6)",True
328,30,"(7, 3)",24,19.0,"(1.0, 0.5, 0.4)",-1.0,"(2, 4)",True
329,35,"(2, 3)",20,21.0,"(1.0, 0.5, 0.4)",-1.0,"(8, 2)",True
330,20,"(4, 1)",13,25.5,"(1.0, 0.5, 0.4)",-4.5,"(7, 2)",True
331,25,"(6, 4)",13,16.0,"(1.0, 0.5, 0.4)",-2.0,"(4, 1)",True
332,20,"(7, 2)",14,24.5,"(1.0, 0.5, 0.4)",-1.5,"(4, 3)",True
333,20,"(2, 3)",6,17.0,"(1.0, 0.5, 0.4)",-1.0,"(1, 6)",True
334,20,"(3, 3)",14,28.0,"(1.0, 0.5, 0.4)",-2.0,"(2, 6)",True
335,35,"(1, 1)",28,16.0,"(1.0, 0.5, 0.4)",-2.0,"(6, 3)",True
336,20,"(6, 4)",12,24.0,"(1.0, 0.5, 0.4)",0.0,"(5, 1)",True
337,20,"(1, 1)",17,20.0,"(1.0, 0.5, 0.4)",-2.0,"(5, 1)",True
338,45,"(1, 2)",34,18.0,"(1.0, 0.5, 0.4)",0.0,"(6, 6)",True
339,25,"(2, 2)",17,21.0,"(1.0, 0.5, 0.4)",-3.0,"(6, 3)",True
340,20,"(3, 4)",13,20.5,"(1.0, 0.5, 0.4)",-1.5,"(1, 6)",True
341,35,"(1, 3)",9,18.5,"(1.0, 0.5, 0.4)",-1.5,"(5, 6)",True
342,35,"(2, 6)",26,46.5,"(1.0, 0.5, 0.4)",-3.5,"(6, 3)",True
343,40,"(8, 6)",23,23.0,"(1.0, 0.5, 0.4)",-1.0,"(2, 4)",True
344,30,"(4, 6)",2,21.5,"(1.0, 0.5, 0.4)",-6.5,"(1, 3)",True
345,35,"(1, 1)",2,31.0,"(1.0, 0.5, 0.4)",-7.0,"(8, 1)",True
346,30,"(5, 4)",11,36.0,"(1.0, 0.5, 0.4)",-8.0,"(8, 1)",True
347,35,"(7, 5)",7,21.5,"(1.0, 0.5, 0.4)",-6.5,"(3, 2)",True
348,25,"(3, 2)",13,31.0,"(1.0, 0.5, 0.4)",-9.0,"(8, 2)",True
349,30,"(4, 5)",17,26.0,"(1.0, 0.5, 0.4)",-2.0,"(1, 2)",True
350,35,"(1, 3)",0,25.0,"(1.0, 0.5, 0.4)",-1.0,"(5, 6)",False
351,45,"(7, 6)",33,29.5,"(1.0, 0.5, 0.4)",-6.5,"(1, 3)",True
352,20,"(5, 2)",17,22.5,"(1.0, 0.5, 0.4)",-3.5,"(6, 5)",True
353,30,"(8, 6)",20,18.0,"(1.0, 0.5, 0.4)",0.0,"(5, 3)",True
354,30,"(3, 3)",18,15.5,"(1.0, 0.5, 0.4)",-4.5,"(7, 5)",True
355,25,"(4, 5)",1,23.0,"(1.0, 0.5, 0.4)",-3.0,"(8, 6)",True
356,35,"(2, 1)",33,24.0,"(1.0, 0.5, 0.4)",-8.0,"(4, 6)",True
357,35,"(4, 2)",20,16.0,"(1.0, 0.5, 0.4)",0.0,"(7, 6)",True
358,20,"(8, 4)",7,27.5,"(1.0, 0.5, 0.4)",-2.5,"(6, 6)",True
359,45,"(4, 6)",34,30.5,"(1.0, 0.5, 0.4)",-1.5,"(8, 1)",True
360,40,"(8, 2)",26,19.5,"(1.0, 0.5, 0.4)",-2.5,"(2, 4)",True
361,35,"(6, 1)",23,18.5,"(1.0, 0.5, 0.4)",-5.5,"(8, 6)",True
362,40,"(4, 6)",31,26.0,"(1.0, 0.5, 0.4)",-2.0,"(8, 2)",True
363,55,"(2, 1)",29,13.0,"(1.0, 0.5, 0.4)",-5.0,"(8, 6)",True
364,35,"(6, 4)",22,33.0,"(1.0, 0.5, 0.4)",-7.0,"(1, 2)",True
365,20,"(2, 3)",12,18.0,"(1.0, 0.5, 0.4)",-6.0,"(1, 6)",True
366,35,"(7, 4)",18,23.5,"(1.0, 0.5, 0.4)",-0.5,"(1, 3)",True
367,45,"(3, 1)",31,18.5,"(1.0, 0.5, 0.4)",-7.5,"(7, 6)",True
368,20,"(5, 5)",12,27.5,"(1.0, 0.5, 0.4)",-2.5,"(2, 4)",True
369,35,"(3, 4)",11,11.5,"(1.0, 0.5, 0.4)",-4.5,"(8, 2)",True
370,30,"(3, 4)",19,36.5,"(1.0, 0.5, 0.4)",-5.5,"(8, 5)",True
371,20,"(5, 5)",15,20.0,"(1.0, 0.5, 0.4)",-2.0,"(2, 4)",True
372,45,"(3, 1)",37,16.0,"(1.0, 0.5, 0.4)",-2.0,"(7, 6)",True
373,25,"(8, 6)",18,15.5,"(1.0, 0.5, 0.4)",-2.5,"(4, 5)",True
374,20,"(1, 5)",11,19.0,"(1.0, 0.5, 0.4)",-1.0,"(4, 6)",True
375,30,"(6, 5)",2,21.0,"(1.0, 0.5, 0.4)",-1.0,"(1, 6)",True
376,25,"(7, 5)",19,20.5,"(1.0, 0.5, 0.4)",-11.5,"(3, 4)",True
377,25,"(4, 2)",5,19.0,"(1.0, 0.5, 0.4)",-1.0,"(2, 5)",True
378,30,"(3, 3)",16,30.0,"(1.0, 0.5, 0.4)",-2.0,"(7, 5)",True
379,25,"(7, 4)",16,14.0,"(1.0, 0.5, 0.4)",-8.0,"(4, 6)",True
380,30,"(2, 6)",29,20.5,"(1.0, 0.5, 0.4)",-1.5,"(1, 1)",True
381,40,"(3, 6)",4,14.0,"(1.0, 0.5, 0.4)",0.0,"(7, 2)",True
382,35,"(1, 5)",15,47.5,"(1.0, 0.5, 0.4)",-8.5,"(6, 3)",True
383,20,"(3, 3)",11,27.5,"(1.0, 0.5, 0.4)",-6.5,"(4, 6)",True
384,35,"(2, 3)",7,15.5,"(1.0, 0.5, 0.4)",-4.5,"(7, 1)",True
385,25,"(5, 1)",13,22.5,"(1.0, 0.5, 0.4)",-7.5,"(7, 4)",True
386,55,"(2, 1)",31,25.5,"(1.0, 0.5, 0.4)",-0.5,"(8, 6)",True
387,20,"(1, 5)",17,34.0,"(1.0, 0.5, 0.4)",-6.0,"(3, 3)",True
388,25,"(1, 3)",15,18.0,"(1.0, 0.5, 0.4)",0.0,"(3, 6)",True
389,20,"(7, 6)",6,23.5,"(1.0, 0.5, 0.4)",-2.5,"(7, 2)",True
390,40,"(6, 3)",24,29.0,"(1.0, 0.5, 0.4)",-1.0,"(1, 6)",True
391,30,"(7, 3)",20,21.5,"(1.0, 0.5, 0.4)",-6.5,"(2, 2)",True
392,20,"(3, 5)",16,19.0,"(1.0, 0.5, 0.4)",-3.0,"(7, 5)",True
393,30,"(1, 4)",11,18.0,"(1.0, 0.5, 0.4)",0.0,"(6, 5)",True
394,50,"(1, 2)",20,25.0,"(1.0, 0.5, 0.4)",-5.0,"(7, 6)",True
395,30,"(8, 5)",23,42.0,"(1.0, 0.5, 0.4)",-4.0,"(3, 6)",True
396,25,"(3, 1)",19,20.0,"(1.0, 0.5, 0.4)",-2.0,"(4, 5)",True
397,25,"(4, 5)",23,18.0,"(1.0, 0.5, 0.4)",-2.0,"(3, 1)",True
398,25,"(2, 5)",17,16.0,"(1.0, 0.5, 0.4)",0.0,"(6, 6)",True
399,50,"(7, 6)",34,13.5,"(1.0, 0.5, 0.4)",-4.5,"(1, 2)",True
400,30,"(6, 2)",0,0.0,"(1.0, 0.5, 0.5)",0.0,"(3, 5)",False
401,30,"(4, 1)",0,5.5,"(1.0, 0.5, 0.5)",-10.5,"(2, 5)",False
402,25,"(6, 4)",0,5.5,"(1.0, 0.5, 0.5)",-10.5,"(2, 3)",False
403,30,"(2, 2)",0,-2.5,"(1.0, 0.5, 0.5)",-10.5,"(5, 5)",False
404,20,"(7, 4)",0,-4.5,"(1.0, 0.5, 0.5)",-14.5,"(6, 1)",False
405,45,"(8, 1)",0,0.5,"(1.0, 0.5, 0.5)",-7.5,"(2, 4)",False
406,55,"(1, 6)",1,-5.5,"(1.0, 0.5, 0.5)",-19.5,"(8, 2)",True
407,30,"(5, 1)",0,7.5,"(1.0, 0.5, 0.5)",-22.0,"(7, 5)",False
408,35,"(6, 1)",0,-5.5,"(1.0, 0.5, 0.5)",-15.5,"(2, 4)",False
409,20,"(2, 3)",0,-1.5,"(1.0, 0.5, 0.5)",-13.5,"(6, 3)",False
410,20,"(2, 1)",0,1.5,"(1.0, 0.5, 0.5)",-6.5,"(4, 3)",False
411,25,"(8, 5)",0,-3.0,"(1.0, 0.5, 0.5)",-9.0,"(4, 4)",False
412,45,"(1, 1)",6,-10.0,"(1.0, 0.5, 0.5)",-14.0,"(5, 6)",True
413,35,"(8, 5)",0,-3.0,"(1.0, 0.5, 0.5)",-19.0,"(2, 6)",False
414,20,"(6, 1)",0,-15.5,"(1.0, 0.5, 0.5)",-21.5,"(4, 3)",False
415,30,"(7, 6)",0,0.0,"(1.0, 0.5, 0.5)",-8.0,"(6, 1)",False
416,30,"(8, 5)",0,2.0,"(1.0, 0.5, 0.5)",-14.0,"(5, 2)",False
417,20,"(6, 1)",16,-4.0,"(1.0, 0.5, 0.5)",-16.0,"(8, 3)",True
418,30,"(4, 2)",0,15.5,"(1.0, 0.5, 0.5)",-0.5,"(2, 6)",False
419,25,"(6, 5)",0,-3.0,"(1.0, 0.5, 0.5)",-11.0,"(1, 5)",False
420,20,"(4, 5)",0,-0.5,"(1.0, 0.5, 0.5)",-10.5,"(3, 2)",False
421,35,"(7, 3)",0,-2.0,"(1.0, 0.5, 0.5)",-10.0,"(2, 1)",False
422,25,"(4, 5)",0,-5.0,"(1.0, 0.5, 0.5)",-19.0,"(5, 1)",False
423,30,"(7, 6)",0,2.0,"(1.0, 0.5, 0.5)",-8.0,"(6, 1)",False
424,25,"(2, 2)",0,1.0,"(1.0, 0.5, 0.5)",-11.0,"(5, 4)",False
425,25,"(6, 4)",0,-7.5,"(1.0, 0.5, 0.5)",-15.5,"(2, 5)",False
426,20,"(2, 2)",0,-1.5,"(1.0, 0.5, 0.5)",-13.5,"(1, 5)",False
427,20,"(4, 5)",0,-10.5,"(1.0, 0.5, 0.5)",-10.5,"(5, 2)",False
428,30,"(6, 6)",26,3.0,"(1.0, 0.5, 0.5)",-7.0,"(7, 1)",True
429,35,"(3, 4)",0,10.5,"(1.0, 0.5, 0.5)",-1.0,"(8, 6)",False
430,25,"(4, 3)",1,-5.5,"(1.0, 0.5, 0.5)",-19.5,"(2, 6)",True
431,25,"(2, 5)",0,16.5,"(1.0, 0.5, 0.5)",-5.5,"(1, 1)",True
432,25,"(5, 2)",9,19.0,"(1.0, 0.5, 0.5)",-9.0,"(7, 5)",True
433,35,"(2, 5)",0,9.5,"(1.0, 0.5, 0.5)",-8.5,"(8, 4)",False
434,20,"(7, 2)",0,-6.0,"(1.0, 0.5, 0.5)",-14.0,"(4, 1)",False
435,30,"(7, 5)",0,-4.0,"(1.0, 0.5, 0.5)",-10.0,"(4, 2)",False
436,20,"(2, 6)",0,6.5,"(1.0, 0.5, 0.5)",-11.5,"(3, 3)",False
437,25,"(4, 1)",9,1.0,"(1.0, 0.5, 0.5)",-9.0,"(2, 4)",True
438,35,"(1, 4)",0,10.5,"(1.0, 0.5, 0.5)",-7.5,"(7, 5)",False
439,40,"(8, 6)",0,1.5,"(1.0, 0.5, 0.5)",-14.5,"(5, 1)",False
440,30,"(3, 5)",27,-5.0,"(1.0, 0.5, 0.5)",-19.0,"(1, 1)",True
441,20,"(6, 3)",0,15.5,"(1.0, 0.5, 0.5)",-0.5,"(8, 5)",False
442,25,"(1, 6)",0,-5.5,"(1.0, 0.5, 0.5)",-9.5,"(1, 1)",False
443,35,"(8, 5)",0,-6.0,"(1.0, 0.5, 0.5)",-14.0,"(4, 2)",False
444,25,"(4, 3)",0,-9.5,"(1.0, 0.5, 0.5)",-17.5,"(7, 5)",False
445,25,"(1, 6)",0,-5.0,"(1.0, 0.5, 0.5)",-9.0,"(4, 4)",False
446,25,"(6, 3)",0,1.5,"(1.0, 0.5, 0.5)",-8.5,"(3, 5)",False
447,30,"(3, 1)",0,1.5,"(1.0, 0.5, 0.5)",-8.5,"(7, 3)",False
448,40,"(2, 4)",0,-6.5,"(1.0, 0.5, 0.5)",-12.5,"(7, 1)",False
449,30,"(3, 6)",0,-13.5,"(1.0, 0.5, 0.5)",-21.5,"(2, 1)",False
450,20,"(3, 4)",0,-2.5,"(1.0, 0.5, 0.5)",-14.5,"(1, 6)",False
451,35,"(2, 4)",0,-0.5,"(1.0, 0.5, 0.5)",-8.5,"(8, 5)",False
452,30,"(6, 6)",0,7.5,"(1.0, 0.5, 0.5)",-12.5,"(5, 1)",False
453,30,"(2, 2)",0,0.5,"(1.0, 0.5, 0.5)",-11.5,"(5, 5)",False
454,20,"(7, 4)",0,-7.5,"(1.0, 0.5, 0.5)",-13.5,"(3, 4)",False
455,40,"(7, 4)",0,4.5,"(1.0, 0.5, 0.5)",-7.5,"(1, 2)",False
456,30,"(7, 4)",0,-7.0,"(1.0, 0.5, 0.5)",-17.0,"(3, 2)",False
457,20,"(7, 3)",0,-0.5,"(1.0, 0.5, 0.5)",-14.5,"(4, 2)",False
458,55,"(8, 6)",0,-1.0,"(1.0, 0.5, 0.5)",-9.0,"(2, 1)",False
459,20,"(1, 5)",0,-20.0,"(1.0, 0.5, 0.5)",-30.0,"(4, 4)",False
460,30,"(2, 5)",0,-6.5,"(1.0, 0.5, 0.5)",-12.5,"(7, 6)",False
461,20,"(5, 5)",0,-3.0,"(1.0, 0.5, 0.5)",-15.0,"(6, 2)",False
462,20,"(1, 3)",1,-4.5,"(1.0, 0.5, 0.5)",-10.5,"(3, 1)",True
463,35,"(6, 1)",29,18.0,"(1.0, 0.5, 0.5)",-4.0,"(3, 5)",True
464,30,"(4, 2)",8,13.0,"(1.0, 0.5, 0.5)",-3.0,"(2, 6)",True
465,40,"(1, 2)",38,15.0,"(1.0, 0.5, 0.5)",-7.0,"(8, 3)",True
466,35,"(5, 1)",27,9.0,"(1.0, 0.5, 0.5)",-0.5,"(3, 6)",True
467,55,"(8, 1)",0,10.5,"(1.0, 0.5, 0.5)",-3.0,"(2, 6)",False
468,25,"(1, 6)",0,-9.0,"(1.0, 0.5, 0.5)",-27.0,"(5, 5)",False
469,35,"(5, 5)",26,-5.0,"(1.0, 0.5, 0.5)",-15.0,"(8, 1)",True
470,20,"(7, 2)",0,14.0,"(1.0, 0.5, 0.5)",-2.0,"(3, 2)",False
471,45,"(8, 6)",34,-2.5,"(1.0, 0.5, 0.5)",-10.5,"(1, 4)",True
472,55,"(8, 5)",0,7.0,"(1.0, 0.5, 0.5)",-4.5,"(1, 1)",False
473,25,"(3, 4)",0,-3.0,"(1.0, 0.5, 0.5)",-23.0,"(7, 3)",False
474,20,"(8, 4)",0,3.0,"(1.0, 0.5, 0.5)",-9.0,"(5, 3)",False
475,45,"(1, 6)",36,-3.5,"(1.0, 0.5, 0.5)",-7.5,"(7, 3)",True
476,25,"(6, 6)",0,4.5,"(1.0, 0.5, 0.5)",-5.0,"(2, 5)",False
477,35,"(4, 1)",0,8.0,"(1.0, 0.5, 0.5)",-8.0,"(2, 6)",False
478,25,"(3, 1)",0,0.0,"(1.0, 0.5, 0.5)",-16.0,"(1, 4)",False
479,20,"(4, 2)",0,-5.0,"(1.0, 0.5, 0.5)",-9.0,"(7, 3)",False
480,30,"(6, 6)",0,-11.0,"(1.0, 0.5, 0.5)",-11.0,"(4, 2)",False
481,35,"(8, 4)",32,-9.0,"(1.0, 0.5, 0.5)",-15.0,"(2, 3)",True
482,20,"(4, 5)",0,10.0,"(1.0, 0.5, 0.5)",-2.0,"(8, 5)",False
483,30,"(5, 2)",0,2.5,"(1.0, 0.5, 0.5)",-7.5,"(7, 6)",False
484,25,"(2, 3)",0,-5.0,"(1.0, 0.5, 0.5)",-15.0,"(4, 6)",False
485,35,"(1, 3)",32,-3.0,"(1.0, 0.5, 0.5)",-11.0,"(8, 3)",True
486,30,"(2, 1)",24,6.5,"(1.0, 0.5, 0.5)",-3.0,"(1, 6)",True
487,45,"(2, 2)",17,14.5,"(1.0, 0.5, 0.5)",-1.5,"(8, 5)",True
488,30,"(5, 6)",0,-0.5,"(1.0, 0.5, 0.5)",-14.5,"(4, 1)",False
489,40,"(8, 5)",37,-11.0,"(1.0, 0.5, 0.5)",-17.0,"(1, 4)",True
490,25,"(8, 6)",0,8.0,"(1.0, 0.5, 0.5)",-1.5,"(8, 1)",False
491,30,"(8, 6)",0,0.5,"(1.0, 0.5, 0.5)",-11.5,"(4, 4)",False
492,40,"(1, 3)",30,-8.5,"(1.0, 0.5, 0.5)",-12.5,"(8, 2)",True
493,45,"(2, 1)",0,8.5,"(1.0, 0.5, 0.5)",-3.0,"(7, 5)",False
494,30,"(5, 1)",0,5.0,"(1.0, 0.5, 0.5)",-17.0,"(8, 4)",False
495,40,"(7, 6)",17,3.0,"(1.0, 0.5, 0.5)",-13.0,"(3, 2)",True
496,35,"(7, 4)",0,13.0,"(1.0, 0.5, 0.5)",-9.0,"(2, 2)",False
497,20,"(7, 5)",0,5.5,"(1.0, 0.5, 0.5)",-14.5,"(8, 2)",False
498,30,"(6, 3)",0,-5.0,"(1.0, 0.5, 0.5)",-9.0,"(2, 5)",False
499,30,"(4, 4)",0,8.5,"(1.0, 0.5, 0.5)",-11.5,"(8, 2)",False
500,20,"(1, 4)",0,0.0,"(1.0, 0.6, 0.1)",0.0,"(2, 1)",False
501,25,"(7, 1)",20,-9.0,"(1.0, 0.6, 0.1)",-11.0,"(7, 6)",True
502,25,"(5, 5)",0,20.0,"(1.0, 0.6, 0.1)",0.0,"(1, 6)",False
503,30,"(6, 2)",0,-6.0,"(1.0, 0.6, 0.1)",-12.0,"(8, 6)",False
504,35,"(4, 5)",20,5.5,"(1.0, 0.6, 0.1)",-12.5,"(1, 1)",True
505,35,"(3, 3)",0,24.0,"(1.0, 0.6, 0.1)",0.0,"(8, 5)",False
506,25,"(2, 1)",0,6.0,"(1.0, 0.6, 0.1)",-14.0,"(5, 3)",False
507,25,"(5, 2)",17,6.5,"(1.0, 0.6, 0.1)",-11.5,"(4, 6)",True
508,30,"(8, 5)",21,20.0,"(1.0, 0.6, 0.1)",0.0,"(3, 6)",True
509,35,"(3, 1)",22,20.0,"(1.0, 0.6, 0.1)",-2.0,"(7, 4)",True
510,20,"(7, 4)",2,23.0,"(1.0, 0.6, 0.1)",-1.0,"(4, 3)",True
511,20,"(8, 4)",0,13.5,"(1.0, 0.6, 0.1)",-6.5,"(7, 1)",False
512,20,"(2, 3)",8,16.0,"(1.0, 0.6, 0.1)",-6.0,"(4, 5)",True
513,30,"(2, 4)",15,13.0,"(1.0, 0.6, 0.1)",-5.0,"(7, 5)",True
514,35,"(2, 3)",23,16.5,"(1.0, 0.6, 0.1)",-7.5,"(6, 6)",True
515,35,"(8, 2)",0,21.5,"(1.0, 0.6, 0.1)",-4.5,"(2, 1)",False
516,20,"(4, 6)",0,24.5,"(1.0, 0.6, 0.1)",-9.5,"(7, 5)",False
517,30,"(7, 3)",25,-0.5,"(1.0, 0.6, 0.1)",-10.5,"(3, 1)",True
518,25,"(7, 1)",11,22.0,"(1.0, 0.6, 0.1)",0.0,"(4, 3)",True
519,40,"(8, 2)",2,22.5,"(1.0, 0.6, 0.1)",-3.5,"(1, 3)",True
520,40,"(1, 1)",1,25.0,"(1.0, 0.6, 0.1)",-17.0,"(8, 2)",True
521,20,"(4, 2)",4,34.0,"(1.0, 0.6, 0.1)",-12.0,"(6, 4)",True
522,25,"(3, 5)",16,25.0,"(1.0, 0.6, 0.1)",-5.0,"(5, 2)",True
523,20,"(8, 6)",4,20.5,"(1.0, 0.6, 0.1)",-1.5,"(4, 6)",True
524,55,"(8, 6)",18,18.0,"(1.0, 0.6, 0.1)",-4.0,"(1, 2)",True
525,40,"(8, 3)",24,40.0,"(1.0, 0.6, 0.1)",-12.0,"(3, 6)",True
526,35,"(8, 5)",19,25.0,"(1.0, 0.6, 0.1)",-5.0,"(5, 1)",True
527,20,"(3, 4)",2,24.5,"(1.0, 0.6, 0.1)",-5.5,"(4, 1)",True
528,35,"(7, 1)",17,29.0,"(1.0, 0.6, 0.1)",-5.0,"(3, 4)",True
529,45,"(3, 6)",21,27.0,"(1.0, 0.6, 0.1)",-5.0,"(8, 2)",True
530,35,"(7, 2)",15,31.5,"(1.0, 0.6, 0.1)",-6.5,"(1, 1)",True
531,20,"(4, 5)",5,22.5,"(1.0, 0.6, 0.1)",-7.5,"(1, 4)",True
532,45,"(6, 1)",30,11.0,"(1.0, 0.6, 0.1)",-7.0,"(2, 6)",True
533,25,"(4, 1)",4,14.0,"(1.0, 0.6, 0.1)",-6.0,"(6, 4)",True
534,45,"(2, 1)",26,23.5,"(1.0, 0.6, 0.1)",-6.5,"(8, 4)",True
535,25,"(3, 6)",9,12.0,"(1.0, 0.6, 0.1)",-12.0,"(1, 3)",True
536,20,"(1, 4)",8,27.0,"(1.0, 0.6, 0.1)",-5.0,"(3, 2)",True
537,20,"(5, 5)",10,19.5,"(1.0, 0.6, 0.1)",-4.5,"(8, 6)",True
538,30,"(4, 2)",23,10.5,"(1.0, 0.6, 0.1)",-5.5,"(8, 4)",True
539,25,"(2, 6)",15,21.0,"(1.0, 0.6, 0.1)",-1.0,"(1, 2)",True
540,25,"(4, 2)",17,29.5,"(1.0, 0.6, 0.1)",-0.5,"(3, 6)",True
541,30,"(1, 6)",21,15.5,"(1.0, 0.6, 0.1)",-2.5,"(5, 4)",True
542,25,"(8, 3)",20,20.0,"(1.0, 0.6, 0.1)",-2.0,"(5, 1)",True
543,35,"(8, 5)",28,17.5,"(1.0, 0.6, 0.1)",-0.5,"(2, 6)",True
544,25,"(7, 1)",10,24.0,"(1.0, 0.6, 0.1)",0.0,"(6, 5)",True
545,45,"(8, 1)",24,20.5,"(1.0, 0.6, 0.1)",-5.5,"(1, 3)",True
546,40,"(3, 1)",25,36.0,"(1.0, 0.6, 0.1)",-4.0,"(8, 4)",True
547,45,"(7, 5)",24,27.0,"(1.0, 0.6, 0.1)",-3.0,"(1, 2)",True
548,20,"(8, 1)",4,33.5,"(1.0, 0.6, 0.1)",-4.5,"(4, 1)",True
549,25,"(7, 4)",13,16.5,"(1.0, 0.6, 0.1)",-7.5,"(2, 4)",True
550,35,"(2, 6)",29,19.0,"(1.0, 0.6, 0.1)",-5.0,"(4, 1)",True
551,30,"(7, 6)",18,24.0,"(1.0, 0.6, 0.1)",0.0,"(5, 2)",True
552,35,"(7, 2)",22,15.0,"(1.0, 0.6, 0.1)",-7.0,"(2, 4)",True
553,45,"(3, 6)",39,22.5,"(1.0, 0.6, 0.1)",-3.5,"(7, 1)",True
554,30,"(4, 3)",20,15.5,"(1.0, 0.6, 0.1)",-2.5,"(1, 6)",True
555,30,"(2, 5)",18,21.0,"(1.0, 0.6, 0.1)",-1.0,"(4, 1)",True
556,20,"(6, 4)",14,25.5,"(1.0, 0.6, 0.1)",-2.5,"(8, 6)",True
